ISIN,fyear,BEME,OP,INV
ANN4327C1220,1990,0.6576,0.5865,0.01
ANN4327C1220,1991,0.589,0.5048,0.115
ANN4327C1220,1992,0.7228,0.5371,-0.0055
ANN4327C1220,1993,0.3773,0.5429,0.0101
ANN4327C1220,1994,0.416,0.6629,0.119
ANN4327C1220,1995,0.4676,0.7071,0.0317
ANN4327C1220,1996,0.3786,0.5739,0.0525
ANN4327C1220,1997,0.3949,0.5177,0.1253
ANN4327C1220,1998,0.4751,0.5058,0.1938
ANN4327C1220,1999,0.5884,0.46,0.1629
ANN4327C1220,2000,0.6383,0.4488,0.18
ANN4327C1220,2001,0.6871,0.3653,0.0852
ANN4327C1220,2002,0.7272,0.3573,-0.0574
ANN4327C1220,2003,0.5616,0.3218,0.0497
ANN4327C1220,2004,0.5602,0.3082,0.013
ANN4327C1220,2005,0.6151,0.2831,0.2338
ANN4327C1220,2006,0.4964,0.2856,0.0666
ANN4327C1220,2007,0.6337,0.2559,0.0496
ANN4327C1220,2008,1.102,0.2486,-0.1763
ANN4327C1220,2009,0.802,0.209,-0.1462
ANN4327C1220,2010,0.5966,0.2898,0.0693
ANN4327C1220,2011,0.795,0.2544,0.0256
ANN4327C1220,2012,0.6859,0.3446,-0.0452
ANN4327C1220,2013,0.6329,0.3331,-0.1199
ANN4327C1220,2014,0.6202,0.3418,0.1905
ANN4327C1220,2015,0.6751,0.3936,0.0536
ANN4327C1220,2016,0.5298,0.3778,0.2543
ANN4327C1220,2017,0.3989,0.388,0.1109
ANN4327C1220,2018,0.5846,0.3682,0.0342
ANN4327C1220,2019,0.744,0.383,0.0735
BE0003005957,1990,1.1744,0.2538,-0.112
BE0003005957,1991,1.3664,0.2636,-0.0816
BE0003005957,1992,1.3924,0.2489,0.1095
BE0003005957,1993,0.983,0.2063,0.0882
BE0003005957,1994,1.1215,0.22,0.0274
BE0003005957,1995,0.8936,0.2109,0.0432
BE0003005957,1996,0.8083,0.2549,0.0238
BE0003005957,1997,0.6269,-0.094,0.015
BE0003005957,1998,0.826,0.0251,0.0814
BE0003005957,1999,0.9486,-0.0088,0.0224
BE0003008019,1990,2.4649,0.2468,-0.0412
BE0003008019,1991,7.8011,0.0208,0.3332
BE0003008019,1992,9.2646,0.0266,-0.0276
BE0003008019,1993,4.9562,0.0213,0.1529
BE0003008019,1994,4.9255,0.021,-0.0732
BE0003008019,1995,5.8383,0.0276,-0.0099
BE0003008019,1996,6.4676,0.0376,0.0582
BE0003008019,1997,8.9835,0.0311,0.0517
BE0003008019,1998,4.8928,0.1133,-0.0339
BE0003008019,1999,8.2231,0.0834,0.8196
BE0003008019,2000,9.6418,0.0709,-0.196
BE0003008019,2001,8.3712,0.0579,-0.1455
BE0003008019,2002,4.0397,0.0727,0.2052
BE0003008019,2003,3.4817,0.0388,0.276
BE0003008019,2004,2.9896,0.0459,0.2381
BE0003008019,2005,4.1364,0.1272,0.1675
BE0003008019,2006,3.8539,0.0682,0.1933
BE0003008019,2007,4.7591,0.0607,0.3573
BE0003008019,2008,7.6545,0.0857,0.3636
BE0003008019,2009,7.4258,0.1986,-0.3377
BE0003008019,2010,8.7119,0.0747,-0.2638
BE0003008019,2011,13.2415,0.0725,0.7098
BE0003008019,2012,14.9331,0.1002,-0.1406
BE0003008019,2013,4.7048,0.1785,-0.2911
BE0003008019,2014,4.1573,0.1478,-0.0293
BE0003008019,2015,4.3716,0.1175,0.178
BE0003008019,2016,5.1115,0.123,0.4745
BE0003008019,2017,5.6428,0.1219,0.3163
BE0003008019,2018,7.1258,0.1299,0.0803
BE0003008019,2019,7.5494,0.1325,-0.0255
BE0003010031,1990,1.6835,0.1901,0.2649
BE0003010031,1991,1.6488,0.2099,0.0504
BE0003010031,1992,1.2512,0.2556,0.0929
BE0003010031,1993,0.8435,0.192,0.1587
BE0003010031,1994,1.0905,0.1659,0.1473
BE0003010031,1995,0.9812,0.2115,0.1293
BE0003010031,1996,0.9605,0.2565,0.0465
BE0003016095,1990,0.923,0.1837,0.0474
BE0003016095,1991,1.6575,0.6205,1.6089
BE0003016095,1992,1.5789,0.5122,0.0614
BE0003016095,1993,1.4292,1.0418,0.0762
BE0003016095,1994,1.4005,0.5775,0.1601
BE0003016095,1995,1.1005,0.683,0.0509
BE0003016095,1996,0.5487,0.5511,0.2504
BE0003016095,1997,0.6395,0.975,0.1986
BE0003016095,1998,0.5147,2.1449,0.5185
BE0003031243,1990,1.4109,-0.039,-0.0416
BE0003031243,1991,2.5288,-0.7895,-0.4216
BE0003031243,1995,0.629,-0.5358,-0.1838
BE0003031243,1996,0.2345,1.4717,0.6825
BE0003064574,1991,2.0771,-0.0316,-0.0159
BE0003064574,1992,2.3419,0.0335,0.1207
BE0003064574,1993,2.2278,0.0146,-0.0362
BE0003064574,1995,2.4292,-0.0102,0.0049
BE0003064574,1996,1.5533,-0.0111,0.1919
BE0003064574,1997,1.3394,-0.0057,0.1759
BE0003064574,1998,1.1863,-5e-04,0.0181
BE0003064574,1999,1.2811,-0.0025,0.1032
BE0003064574,2000,1.3287,0.0063,0.0435
BE0003064574,2004,1.5467,-0.0105,0.0829
BE0003064574,2005,1.3518,-0.0282,0.1779
BE0003064574,2006,1.5775,0.0189,0.0719
BE0003064574,2007,1.489,0.0127,-0.0176
BE0003121176,1990,1.9794,0.1627,0.2503
BE0003180768,1991,1.346,-0.3002,-0.2458
BE0003215143,1990,0.5807,0.3436,0.0611
BE0003215143,1991,0.7943,0.4829,-0.0013
BE0003215143,1992,1.3421,0.4763,-0.0475
BE0003215143,1993,0.5794,0.6891,-0.212
BE0003215143,1994,0.9691,0.5261,-0.3245
BE0003215143,1995,1.0508,0.2186,0.2242
BE0003215143,1996,0.7656,0.2432,0.0593
BE0003215143,1997,0.6722,0.2147,0.2142
BE0003215143,1998,0.6829,0.2407,0.1322
BE0003215143,1999,0.6043,0.2474,0.1769
BE0003215143,2000,0.6209,0.2936,0.3428
BE0003215143,2001,0.5831,0.3878,-0.194
BE0003215143,2002,0.6604,0.5079,0.0793
BE0003215143,2003,0.8006,0.4249,-0.0112
BE0003215143,2004,0.736,0.4886,0.0593
BE0003215143,2005,0.7177,0.3024,0.0649
BE0003215143,2006,0.7208,0.2232,0.1077
BE0003215143,2007,0.5113,0.2837,-0.0148
BE0003215143,2008,0.8128,0.2584,0.2711
BE0003215143,2009,0.7606,0.2889,0.0192
BE0003215143,2010,0.6614,0.2395,0.1527
BE0003215143,2011,0.9537,0.0943,0.1537
BE0003215143,2012,1.2411,0.1701,-0.0416
BE0003215143,2013,1.3073,0.1694,-0.2233
BE0003215143,2014,1.2339,0.2076,0.0021
BE0003215143,2015,1.0645,0.2332,0.0955
BE0003215143,2016,0.8417,0.2169,-0.0153
BE0003215143,2017,0.5984,0.2161,0.2001
BE0003215143,2018,0.7168,0.2424,0.1273
BE0003215143,2019,0.6333,0.3415,0.0767
BE0003241404,1990,0.4572,0.2684,-0.3442
BE0003241404,1991,0.4459,0.2367,0.0688
BE0003241404,1992,0.5417,0.1637,-0.0192
BE0003241404,1993,0.5623,-0.0391,-0.0856
BE0003241404,1995,0.76,0.0299,0.1045
BE0003274736,1990,0.6097,0.098,0.0062
BE0003274736,1991,0.5079,0.097,0.0358
BE0003274736,1992,0.46,0.0859,0.0212
BE0003274736,1993,0.469,0.0904,0.154
BE0003274736,1994,0.5091,0.0898,0.0242
BE0003274736,1995,0.5701,0.0794,0.0276
BE0003274736,1996,0.4552,0.0775,0.0206
BE0003274736,1997,0.2672,0.0804,0.0171
BE0003274736,1998,0.2353,0.1267,0.0891
BE0003274736,1999,0.2958,0.083,-0.0109
BE0003274736,2000,0.2617,0.0838,0.0469
BE0003286854,1990,1.6125,0.3392,0.2736
BE0003286854,1991,1.439,0.3315,-0.0805
BE0003286854,1992,1.9698,0.4725,0.0799
BE0003286854,1993,1.3161,0.3974,0.4188
BE0003286854,1994,1.5212,0.4382,-0.2988
BE0003286854,1995,1.6307,0.3171,-0.0797
BE0003286854,1996,1.8185,0.2763,-0.0352
BE0003286854,1997,1.7689,0.246,0.1609
BE0003286854,1998,1.4262,0.2612,0.0371
BE0003286854,1999,2.2087,0.4726,0.3539
BE0003286854,2000,2.5053,0.2622,0.0708
BE0003286854,2001,2.2072,0.3641,0.0132
BE0003286854,2002,1.9381,0.2989,-0.3441
BE0003294932,1990,0.5726,0.2291,0.0572
BE0003294932,1991,0.449,0.2478,0.1095
BE0003294932,1992,0.5081,0.1925,-0.0267
BE0003294932,1993,0.4507,0.1621,0.1709
BE0003294932,1994,0.5176,0.2182,0.04
BE0003294932,1995,0.5359,0.3324,0.1352
BE0003294932,1996,0.5573,0.3804,0.0155
BE0003294932,1997,0.6267,0.2295,0.1859
BE0003294932,2003,0.72,0.2941,0.0375
BE0003294932,2004,0.6451,0.2503,0.0298
BE0003294932,2005,0.5389,0.1695,0.2763
BE0003359610,1992,1.2497,0.1804,0.1154
BE0003359610,1993,0.6894,0.0904,0.0146
BE0003359610,1994,0.5726,0.1475,0.084
BE0003359610,1995,0.7008,0.4061,0.4871
BE0003359610,1996,0.4323,0.1533,0.0869
BE0003359610,1997,0.986,0.6964,1.8055
BE0003359610,1998,1.2108,0.1861,0.1509
BE0003359610,1999,1.116,0.0849,0.021
BE0003359610,2000,0.8667,0.2026,0.1943
BE0003359610,2001,1.0701,0.292,0.1376
BE0003359610,2002,0.9767,0.0918,-0.0094
BE0003359610,2003,0.8971,0.195,0.0907
BE0003359610,2004,0.6683,0.1126,-0.0116
BE0003359610,2005,1.0707,0.9998,3.2801
BE0003381838,1995,1.1682,0.0681,0.0088
BE0003381838,1996,0.971,0.0568,0.0101
BE0003432375,1990,0.5411,-0.1721,0.0619
BE0003432375,1991,0.4332,-0.3002,0.0651
BE0003432375,1992,0.7285,-0.5119,-0.1592
BE0003432375,1993,0.8145,-0.5353,0.0916
BE0003432375,1994,0.9144,-0.3874,0.0097
BE0003434397,1990,0.8388,0.5747,-0.0063
BE0003434397,1991,0.6096,0.8541,0.4975
BE0003434397,1992,0.7914,0.8758,0.1044
BE0003470755,1990,1.0248,0.3654,0.1328
BE0003470755,1991,1.0484,0.2314,0.0046
BE0003470755,1992,1.1049,0.2049,-0.0526
BE0003470755,1993,0.7842,0.1122,0.0219
BE0003470755,1994,0.7574,0.4684,-0.0153
BE0003470755,1995,0.7395,0.5222,-0.0084
BE0003470755,1996,0.6963,0.4966,0.0805
BE0003470755,1997,0.6486,0.469,0.1113
BE0003470755,1998,0.5913,0.49,-0.0489
BE0003470755,1999,0.5192,0.441,0.134
BE0003470755,2000,0.7691,0.4587,0.0877
BE0003470755,2001,0.5624,0.4772,0.1921
BE0003470755,2002,0.5448,0.6094,-0.1709
BE0003470755,2003,0.3984,0.6487,0.0146
BE0003470755,2004,0.357,0.6812,0.0316
BE0003470755,2005,0.4335,0.5287,0.1335
BE0003470755,2006,0.3907,0.5378,-0.0126
BE0003470755,2007,0.4964,0.5326,0.0058
BE0003470755,2008,0.9031,0.4522,0.09
BE0003470755,2009,0.6974,0.2608,0.0382
BE0003470755,2010,0.8896,0.2844,0.1135
BE0003470755,2011,1.1287,0.259,0.3894
BE0003470755,2012,0.6581,0.4358,-0.0469
BE0003470755,2013,0.6004,0.4189,0.0084
BE0003470755,2014,0.5292,0.627,-0.0417
BE0003470755,2015,0.7323,0.3728,0.4124
BE0003470755,2016,0.6393,0.4499,-0.0418
BE0003470755,2017,0.5684,0.4621,-0.1238
BE0003470755,2018,0.813,0.4002,0.0246
BE0003470755,2019,0.6572,0.5659,-0.0306
BE0003499077,1990,1.7054,0.1336,0.0347
BE0003499077,1991,2.3603,0.1173,-0.251
BE0003499077,1992,3.2539,0.14,0.4249
BE0003499077,1993,2.4101,0.0885,-0.2249
BE0003499077,1994,2.7773,0.2675,0.1456
BE0003499077,1995,2.7398,0.2836,-0.0064
BE0003499077,1996,2.329,0.3231,0.0994
BE0003499077,1997,1.0614,0.3253,0.0935
BE0003500080,1992,0.3139,-0.0038,0.2064
BE0003500080,1995,0.4561,-0.0201,-0.2992
BE0003500080,1996,0.3471,-0.0175,-0.0493
BE0003500080,1997,0.5397,-0.01,0.3877
BE0003500080,2003,0.588,0.0066,0.0075
BE0003500080,2004,0.4199,0.0076,-0.256
BE0003500080,2005,0.9007,-7e-04,2.3434
BE0003503118,1992,0.078,1.7813,-0.069
BE0003503118,2012,1.2257,-0.2676,-0.1135
BE0003503118,2013,0.6774,-0.0052,-0.0389
BE0003519270,1997,1.3373,0.3121,0.0143
BE0003519270,1998,1.1177,0.303,-0.0449
BE0003519270,1999,1.2144,2.2866,0.0043
BE0003519270,2002,1.4256,0.3673,0.0166
BE0003519270,2004,0.8228,0.2773,0.6952
BE0003519270,2005,0.5474,0.2582,-0.0232
BE0003519270,2006,0.6252,0.2438,-0.0259
BE0003519270,2007,0.6782,0.239,0.0037
BE0003519270,2009,0.879,0.207,0.0244
BE0003519270,2010,0.7227,0.2059,0.0487
BE0003519270,2011,0.8543,0.2002,0.0338
BE0003519270,2012,0.8012,0.0524,0.0104
BE0003519270,2014,0.6358,0.1096,-0.0016
BE0003519270,2015,0.5282,0.1055,-0.001
BE0003519270,2016,0.5388,0.1071,0.0471
BE0003519270,2017,0.4336,0.1041,0.0182
BE0003519270,2018,0.4115,0.0927,0.035
BE0003519270,2019,0.4205,0.0845,0.0771
BE0003528362,1990,0.2281,-0.1721,-0.0565
BE0003528362,1991,0.4651,-0.3002,1.6089
BE0003528362,1992,0.3533,-0.5119,0.0794
BE0003528362,1993,0.1635,-0.5353,-0.4198
BE0003528362,1994,0.3107,0.1574,-0.334
BE0003528362,1995,0.587,0.2454,0.6759
BE0003528362,1996,0.3958,0.1636,0.2539
BE0003528362,1997,0.5322,0.0314,0.0591
BE0003528362,1998,0.7314,0.215,-0.1234
BE0003528362,1999,0.8489,0.4927,0.0381
BE0003529378,1990,1.031,0.0227,2.2022
BE0003529378,1991,1.5114,0.0544,0.0072
BE0003529378,1992,1.2677,0.0743,0.0234
BE0003529378,1996,1.0677,0.069,-0.0016
BE0003529378,1997,0.9251,0.0709,0.0053
BE0003529378,1998,0.7526,0.2568,0.2594
BE0003541498,1991,2.1081,0.1207,0.0625
BE0003541498,1992,2.7894,0.1291,-0.0268
BE0003541498,1993,2.1641,0.0309,-0.0756
BE0003541498,1994,1.8135,0.0456,0.0475
BE0003541498,1995,2.3648,0.0816,0.1135
BE0003541498,1996,2.1865,0.1155,-0.0521
BE0003545531,1990,0.539,0.2211,0.0569
BE0003545531,1991,0.5082,0.255,0.0776
BE0003545531,1992,0.5502,0.2678,0.0195
BE0003545531,1993,2.3232,0.0017,3.2434
BE0003545531,1994,2.0696,0.0042,-0.0766
BE0003545531,1995,1.9257,0,-0.0111
BE0003545531,1996,1.656,3e-04,0.1151
BE0003545531,1997,1.679,2e-04,0.0989
BE0003545531,1998,1.5155,2e-04,0.0352
BE0003545531,1999,1.4691,-2e-04,0.1123
BE0003545531,2000,2.1477,2e-04,0.0795
BE0003545531,2001,1.5815,-5e-04,-0.1725
BE0003545531,2002,1.6316,0.0858,-0.0319
BE0003545531,2003,1.1874,0.058,-0.0361
BE0003545531,2004,1.0339,0.0603,0.0759
BE0003545531,2005,1.242,0.0635,0.4332
BE0003545531,2006,1.4172,0.0462,0.3941
BE0003545531,2007,0.8496,-0.0039,0.0246
BE0003545531,2008,1.5676,-0.0038,0.0293
BE0003545531,2009,1.3142,-0.0036,0.0495
BE0003545531,2010,1.5323,-0.0027,0.2977
BE0003545531,2011,1.7196,-0.0028,-0.0355
BE0003545531,2012,1.2272,-0.0029,-0.0173
BE0003545531,2013,1.0882,-0.003,0.1243
BE0003545531,2014,1.0144,-0.0027,-0.0588
BE0003545531,2015,1.1707,-0.002,0.38
BE0003545531,2016,1.0478,-0.0023,0.0399
BE0003545531,2017,0.9276,-0.002,-0.0067
BE0003545531,2018,1.1533,-0.0018,0.0824
BE0003545531,2019,1.0344,-0.0019,-0.0864
BE0003555639,1990,1.6552,0.3367,-0.0999
BE0003555639,1991,1.2517,0.3903,-0.1047
BE0003555639,1992,1.3259,0.3821,5e-04
BE0003555639,1993,0.8333,0.3207,-0.0424
BE0003555639,1994,0.7558,0.3605,-0.0053
BE0003555639,1995,0.883,0.3522,0.1474
BE0003555639,1996,0.5711,0.302,0.1519
BE0003555639,1997,0.4284,0.4855,0.1261
BE0003555639,1998,0.4643,0.5037,0.0088
BE0003555639,1999,0.4628,0.4665,0.1225
BE0003555639,2000,0.7645,0.5167,0.0664
BE0003555639,2001,0.9628,0.4371,0.1282
BE0003555639,2002,1.0382,0.4521,-0.0039
BE0003555639,2003,1.0577,0.4091,-0.0085
BE0003555639,2004,0.9162,0.421,0.0245
BE0003555639,2005,1.0484,0.3841,0.0386
BE0003555639,2006,0.817,0.4396,-0.007
BE0003555639,2007,0.8843,0.494,-0.013
BE0003555639,2008,1.5459,0.5354,0.0835
BE0003555639,2009,1.1226,0.2641,-0.1317
BE0003555639,2010,0.9385,0.3705,0.0731
BE0003555639,2011,1.0279,0.7116,-0.1796
BE0003555639,2012,0.5384,0.6108,-0.0644
BE0003555639,2013,0.4374,0.6874,-0.1551
BE0003555639,2014,0.51,0.4221,0.0756
BE0003555639,2015,0.4487,0.5019,0.0915
BE0003555639,2016,0.4126,0.418,0.042
BE0003555639,2017,0.3816,0.4001,0.0399
BE0003555639,2018,0.6288,0.3064,0.3138
BE0003555639,2019,0.6395,0.464,0.0378
BE0003562700,1990,0.2272,1.3274,0.0579
BE0003562700,1991,0.1877,1.3534,0.2198
BE0003562700,1992,0.3885,0.7511,0.3191
BE0003562700,1993,0.3625,0.8617,0.0701
BE0003562700,1994,0.3829,0.8697,-0.0397
BE0003562700,1995,0.4118,0.824,-0.0026
BE0003562700,1996,0.2873,0.9155,0.3545
BE0003562700,1997,0.3328,1.1791,0.118
BE0003562700,1998,0.2357,1.0294,0.0219
BE0003562700,1999,0.2879,0.9295,0.2625
BE0003562700,2000,0.5968,0.8577,0.8189
BE0003562700,2001,0.7994,0.4298,0.1611
BE0003562700,2002,2.4792,0.4627,-0.102
BE0003562700,2003,0.978,0.4624,-0.1223
BE0003562700,2004,0.7019,0.4632,-0.0125
BE0003562700,2005,0.7334,0.4648,0.0925
BE0003562700,2006,0.608,0.4914,-0.0938
BE0003562700,2007,0.6295,0.465,-0.0508
BE0003562700,2008,0.9814,0.4025,0.0994
BE0003562700,2009,0.8497,0.426,0.0034
BE0003562700,2010,0.9827,0.3809,0.1113
BE0003562700,2011,1.3442,0.3278,0.1239
BE0003562700,2012,1.8397,0.336,-0.0246
BE0003562700,2013,1.2298,0.3164,-0.0272
BE0003562700,2014,0.9179,0.2983,0.0482
BE0003562700,2015,0.6951,0.3331,0.072
BE0003565737,1990,1.3639,0.4991,0.09
BE0003565737,1991,1.1357,0.4061,0.1347
BE0003565737,1992,1.0214,0.3407,0.2024
BE0003565737,1993,0.7191,0.2358,0.0851
BE0003565737,1994,0.9211,0.233,0.0633
BE0003565737,1995,0.8347,0.187,0.1561
BE0003565737,1996,0.6066,0.2171,0.178
BE0003565737,1997,0.46,0.1936,0.1504
BE0003565737,1998,0.2617,0.2648,0.4299
BE0003565737,1999,0.2658,0.2842,0.0575
BE0003565737,2000,0.4197,0.3256,0.2013
BE0003565737,2001,0.6979,0.2307,0.2154
BE0003565737,2002,0.8931,0.2476,-0.0278
BE0003565737,2003,0.8218,0.2119,0.0174
BE0003565737,2004,0.602,0.254,0.1048
BE0003565737,2005,0.5358,0.2467,0.3053
BE0003565737,2006,0.4916,0.2931,-0.0016
BE0003565737,2007,0.4896,0.3033,0.0924
BE0003565737,2008,1.6065,-0.0705,-0.0045
BE0003565737,2009,1.3762,-0.0959,-0.0873
BE0003565737,2010,1.7424,0.1981,-0.0122
BE0003565737,2011,4.0479,0.1361,-0.1115
BE0003565737,2012,1.3635,0.1647,-0.0992
BE0003565737,2013,0.7613,0.1243,-0.059
BE0003565737,2014,0.7213,0.1752,0.0151
BE0003565737,2015,0.5284,0.1681,0.0274
BE0003565737,2016,0.5775,0.2349,0.0913
BE0003565737,2017,0.5481,0.2443,0.0654
BE0003565737,2018,0.6797,0.2251,-0.0291
BE0003565737,2019,0.6427,0.204,0.0251
BE0003571792,2007,0.0463,0.4,0.9684
BE0003571792,2008,0.0964,-1.2778,0.1497
BE0003571792,2009,0.0545,0.5,-0.2605
BE0003571792,2011,0.0667,1.2673,-0.2961
BE0003573814,1990,0.7444,0.7623,0.0562
BE0003573814,1991,0.7944,0.6877,0.1303
BE0003573814,1992,0.8206,0.5566,0.777
BE0003573814,1993,0.9745,0.4191,0.1313
BE0003573814,1994,0.8244,0.7469,0.1992
BE0003573814,1995,1.0814,0.6915,0.0198
BE0003573814,1996,0.9517,0.7266,0.7534
BE0003573814,1997,0.9696,0.8895,0.0073
BE0003573814,1998,0.8243,1.1502,0.0494
BE0003573814,1999,0.615,2.2663,-0.0524
BE0003573814,2000,1.1483,1.5905,-0.055
BE0003573814,2001,0.5883,1.4239,-0.0525
BE0003573814,2002,0.4946,1.6838,0.0508
BE0003573814,2003,0.4668,1.4803,-0.0299
BE0003573814,2004,0.9237,0.6044,0.1483
BE0003573814,2005,0.62,0.5765,0.1002
BE0003573814,2006,0.9839,0.4463,0.5496
BE0003573814,2007,0.9584,0.5197,0.1869
BE0003573814,2008,1.152,0.5799,-0.0164
BE0003573814,2009,0.9757,0.5755,-0.0393
BE0003573814,2010,0.9385,0.5544,0.0548
BE0003573814,2011,1.1572,0.476,0.0425
BE0003573814,2012,1.2808,0.4576,-0.0134
BE0003573814,2013,1.08,0.4288,-0.0356
BE0003573814,2014,0.9962,0.4418,-0.033
BE0003573814,2015,0.6634,0.4392,0.0378
BE0003573814,2016,0.4911,0.434,0.0336
BE0003573814,2017,0.4376,0.4253,0.5892
BE0003573814,2018,0.6091,0.6203,0.0585
BE0003573814,2019,0.6213,0.5504,0.0225
BE0003575835,1990,0.914,0.5723,0.0691
BE0003575835,1991,0.7194,0.4242,-0.1728
BE0003575835,1992,1.0835,0.2461,-0.2551
BE0003575835,1993,0.8233,0.222,0.152
BE0003575835,1994,0.9421,0.2004,0.0458
BE0003575835,1995,0.8758,0.2605,0.0618
BE0003575835,1996,0.5144,0.2791,0.0849
BE0003575835,1997,0.5043,0.2386,0.0337
BE0003575835,1998,0.8099,0.1805,-0.0272
BE0003575835,1999,0.8955,0.1523,-0.0546
BE0003575835,2000,1.2682,0.1727,0.2111
BE0003575835,2002,1.347,0.2122,0.0881
BE0003575835,2003,0.991,0.2343,0.0894
BE0003575835,2004,0.8099,0.2246,0.0924
BE0003575835,2005,0.7468,0.2298,0.1574
BE0003575835,2006,1.1184,0.1494,0.507
BE0003575835,2007,0.7096,0.1972,0.0795
BE0003575835,2008,0.9072,0.394,0.3763
BE0003575835,2009,0.7003,-0.1156,-0.3757
BE0003575835,2010,0.5567,0.3369,0.332
BE0003575835,2011,0.7695,0.3137,0.2077
BE0003575835,2012,0.8857,0.2175,0.089
BE0003575835,2013,0.9195,0.2358,-0.1261
BE0003575835,2014,0.9253,0.2212,0.18
BE0003575835,2016,0.9516,-0.1818,-0.2204
BE0003575835,2018,1.005,-0.035,0.4013
BE0003586949,1990,0.4203,0.0567,-0.3442
BE0003586949,1991,0.3879,0.568,0.5034
BE0003586949,1992,0.535,0.5842,1.3198
BE0003586949,1993,0.4159,0.9164,-0.0669
BE0003586949,1994,0.381,0.9518,0.142
BE0003586949,1995,0.4236,0.9485,0.0102
BE0003586949,1996,0.3605,0.8392,-0.0132
BE0003586949,1997,0.3078,0.8097,0.1394
BE0003586949,1998,0.3721,0.7235,0.1949
BE0003586949,1999,0.5505,0.5983,0.0393
BE0003586949,2000,0.8134,0.7067,0.1406
BE0003586949,2001,0.7317,0.6875,0.1359
BE0003586949,2002,0.9391,0.7655,-0.0974
BE0003586949,2003,0.8192,0.8002,-0.0399
BE0003592038,1990,1.2485,0.112,0.2949
BE0003592038,1991,1.201,0.0506,0.6146
BE0003592038,1992,1.4439,0.0701,0.002
BE0003592038,1993,1.1752,0.1568,0.1507
BE0003592038,1994,1.323,0.1501,-0.0066
BE0003592038,1995,1.3339,0.1349,-0.0125
BE0003592038,1996,1.3624,0.0714,0.2736
BE0003592038,1997,1.3627,0.236,0.1561
BE0003592038,1998,1.6113,0.4646,0.4976
BE0003592038,1999,1.8688,0.1454,0.1364
BE0003592038,2000,1.3802,0.1307,0.0898
BE0003592038,2001,1.4234,0.0569,0.1041
BE0003592038,2002,1.062,-0.1687,-0.0787
BE0003592038,2003,1.0983,0.0941,0.1617
BE0003592038,2004,0.9314,0.2801,0.1638
BE0003592038,2005,1.2445,0.1704,0.537
BE0003592038,2006,1.1658,0.127,0.202
BE0003592038,2007,1.169,0.0189,0.2418
BE0003592038,2008,1.4691,-0.467,-0.2598
BE0003592038,2009,1.4262,0.0917,-0.0195
BE0003592038,2010,1.3222,0.3204,-0.0423
BE0003592038,2011,1.4468,0.143,-0.2775
BE0003592038,2012,1.1788,0.1139,-0.1026
BE0003592038,2013,0.9549,0.1056,-0.0167
BE0003592038,2014,0.9468,0.1277,-0.1004
BE0003592038,2015,0.9085,0.1095,0.1486
BE0003592038,2016,0.7969,0.0959,0.106
BE0003592038,2017,0.805,0.0803,0.14
BE0003592038,2018,0.7184,0.1059,-0.0483
BE0003592038,2019,0.767,0.1495,0.2255
BE0003593044,1994,0.9055,0.0681,3.0524
BE0003593044,1995,1.0963,0.1069,0.0566
BE0003593044,1996,1.0572,0.1771,0.2641
BE0003593044,1997,1.0882,0.0483,0.0423
BE0003593044,1998,0.7247,0.0571,0.0194
BE0003593044,1999,0.9533,0.0547,0.2363
BE0003593044,2000,1.1025,0.0711,0.8752
BE0003593044,2001,1.0634,0.0734,-0.0219
BE0003593044,2002,1.1952,0.0697,0.1766
BE0003593044,2003,0.9424,0.0841,0.0374
BE0003593044,2004,0.8364,0.0711,0.1185
BE0003593044,2005,0.7519,0.0873,0.0485
BE0003593044,2006,0.7085,0.109,0.084
BE0003593044,2007,0.9244,0.0618,0.2205
BE0003593044,2008,1.1861,0.1487,0.1152
BE0003593044,2009,1.0658,0.1179,-0.0415
BE0003593044,2010,1.0556,0.1099,-0.0061
BE0003593044,2011,0.9823,0.0951,0.0435
BE0003593044,2012,0.9564,0.1063,0.0322
BE0003593044,2013,1.0152,0.094,0.0077
BE0003593044,2014,0.8917,0.0937,-0.0467
BE0003593044,2015,0.8933,0.0903,-0.0247
BE0003593044,2016,0.8043,0.082,0.0729
BE0003593044,2017,0.814,0.082,0.033
BE0003593044,2018,0.8498,0.0868,0.0629
BE0003593044,2019,0.7365,0.0729,0.1336
BE0003599108,1990,0.6888,-0.0101,0.0423
BE0003599108,1991,0.855,0.0725,0.6035
BE0003599108,1992,0.9971,0.0449,-0.0384
BE0003599108,1993,0.7155,0.0472,0.0647
BE0003599108,1994,0.7514,0.1386,-0.0314
BE0003599108,1995,0.9415,0.079,0.0508
BE0003599108,1996,0.9394,0.063,-0.0279
BE0003599108,1997,0.9524,0.1552,0.1771
BE0003599108,1998,0.8338,0.1175,-0.0483
BE0003599108,1999,1.0328,0.1478,0.0764
BE0003599108,2000,1.3788,0.2039,0.1598
BE0003599108,2001,1.2588,0.1245,-0.326
BE0003599108,2002,1.3283,0.0803,-0.1822
BE0003599108,2003,1.2568,0.1025,0.1081
BE0003599108,2004,1.2877,0.0607,0.1385
BE0003599108,2005,1.1914,0.0513,-0.0702
BE0003599108,2006,1.0855,0.1102,0.0743
BE0003599108,2007,1.1605,-0.123,-0.1926
BE0003599108,2008,2.5307,0.0193,-0.2407
BE0003599108,2009,1.6929,0.0927,0.1234
BE0003599108,2010,1.3245,0.0556,-0.1529
