ISIN,fyear,BEME,OP,INV
FR0000120412,1993,0.229,0.6967,0.0029
FR0000120412,1994,0.274,0.7304,0.0533
FR0000120412,1995,0.3342,0.7988,0.1833
FR0000120412,1996,0.33,0.7205,0.0757
FR0000120412,1997,0.525,0.658,0.0745
FR0000120412,1998,0.6723,0.5621,0.017
FR0000120412,1999,0.4247,0.5417,-0.0674
FR0000120412,2000,0.3533,0.873,0.0857
FR0000120412,2001,0.4819,0.8971,0.0848
FR0000120412,2002,0.7691,0.8104,0.0467
FR0000120412,2003,0.5389,0.8573,-0.088
FR0000120412,2004,0.4571,0.7668,0.0701
FR0000120420,1990,1.5111,0.3926,0.1302
FR0000120420,1991,1.0926,0.3566,0.1139
FR0000120420,1992,1.1271,0.3132,0.0317
FR0000120420,1993,0.8961,0.3666,0.0787
FR0000120420,1994,0.8777,0.4929,-0.0283
FR0000120420,1995,0.901,0.4972,-0.0736
FR0000120420,1996,0.693,0.5719,0.0194
FR0000120420,1997,0.4922,0.6804,0.0248
FR0000120420,1998,0.512,0.5619,-0.0467
FR0000120420,1999,0.4505,0.3726,0.1672
FR0000120420,2000,0.5484,0.7739,0.6249
FR0000120420,2001,0.5902,0.6257,0.191
FR0000120420,2002,0.6836,0.592,-0.0088
FR0000120420,2003,0.6704,0.5917,-0.0393
FR0000120420,2004,0.6274,0.6407,0.0663
FR0000120420,2005,0.6065,0.6335,0.2454
FR0000120420,2006,0.6266,0.6134,0.0074
FR0000120420,2007,0.6308,0.5972,0.095
FR0000120420,2008,1.122,0.6046,0.0088
FR0000120503,1990,0.7654,0.6469,0.1559
FR0000120503,1991,0.6731,0.8949,0.0705
FR0000120503,1992,0.711,0.5619,-0.0335
FR0000120503,1993,0.5924,0.4671,0.0492
FR0000120503,1994,0.824,0.4284,0.157
FR0000120503,1995,0.5678,0.556,0.0079
FR0000120503,1996,0.5633,0.436,-0.0198
FR0000120503,1997,0.5002,0.4634,0.129
FR0000120503,1998,0.2923,0.6556,0.0374
FR0000120503,1999,0.1102,0.5016,0.2741
FR0000120503,2000,0.2606,0.2918,0.2681
FR0000120503,2001,0.3522,0.3191,0.0576
FR0000120503,2002,0.4648,0.5393,0.0886
FR0000120503,2003,0.4895,0.5882,0.0188
FR0000120503,2004,0.3297,0.7887,0.0038
FR0000120503,2005,0.3228,0.8985,-0.0096
FR0000120503,2006,0.3183,0.7616,0.2207
FR0000120503,2007,0.353,0.6133,0.1229
FR0000120503,2008,0.7148,0.6013,0.0614
FR0000120503,2009,0.6479,0.415,-0.0448
FR0000120503,2010,0.7991,0.3512,0.0494
FR0000120503,2011,1.0837,0.4387,-0.0187
FR0000120503,2012,1.2017,0.3003,0.0524
FR0000120503,2013,0.8081,0.351,-0.0666
FR0000120503,2014,0.7665,0.2531,0.0155
FR0000120503,2015,0.6154,0.2991,-0.0317
FR0000120503,2016,0.6708,0.3206,0.03
FR0000120503,2017,0.5541,0.3355,0.0277
FR0000120503,2018,0.8486,0.2971,0.0546
FR0000120503,2019,0.7368,0.3542,0.0437
FR0000120529,1990,0.5288,0.3965,1.5207
FR0000120529,1991,0.6271,0.7829,0.2256
FR0000120529,1992,0.5298,0.7731,0.1485
FR0000120529,1993,0.507,0.2879,0.075
FR0000120529,1994,0.6183,0.3137,0.0633
FR0000120529,1995,0.6126,0.6466,0.0184
FR0000120529,1996,0.6601,0.7499,0.0435
FR0000120529,1997,0.61,0.8512,1.8998
FR0000120529,1998,0.3533,0.685,0.0032
FR0000120529,1999,0.3813,0.5209,0.0407
FR0000120529,2000,0.3556,0.6186,0.1106
FR0000120529,2001,0.4663,0.5736,0.0694
FR0000120529,2002,0.7277,0.8519,-0.0559
FR0000120529,2003,0.4862,1.0302,-0.1688
FR0000120529,2004,0.44,0.6461,-0.0996
FR0000120529,2005,0.4955,0.4204,0.2566
FR0000120529,2006,0.4021,0.346,-0.0831
FR0000120529,2007,0.3747,0.3924,0.0755
FR0000120529,2008,1.4947,0.1837,1.1346
FR0000120537,1990,0.7088,0.4541,0.07
FR0000120537,1991,0.7404,0.3452,0.0422
FR0000120537,1992,0.7485,0.3189,-0.0622
FR0000120537,1993,0.5534,0.2545,0.0751
FR0000120537,1994,0.7043,0.2674,0.0205
FR0000120537,1995,0.8094,0.251,0.0202
FR0000120537,1996,0.8261,0.2564,0.0835
FR0000120537,1997,0.7018,0.3107,0.752
FR0000120537,1998,0.5437,0.4355,0.0958
FR0000120537,1999,0.4844,0.3789,0.1427
FR0000120537,2000,0.7013,0.4723,0.1459
FR0000120537,2001,0.6466,0.4383,0.4309
FR0000120537,2002,0.8349,0.5216,-0.1091
FR0000120537,2003,0.7615,0.4212,-0.0704
FR0000120537,2004,0.7539,0.4405,-0.0025
FR0000120537,2005,0.7498,0.419,0.1163
FR0000120537,2006,0.5426,0.4197,0.0739
FR0000120537,2007,0.5355,0.4348,-0.0512
FR0000120537,2008,1.6145,0.4071,0.4388
FR0000120537,2009,0.9394,0.2968,-0.0306
FR0000120537,2010,1.2296,0.2811,0.0719
FR0000120537,2011,2.0679,0.2545,-0.0498
FR0000120537,2012,1.1182,0.2737,-0.0401
FR0000120537,2013,0.9195,0.2872,-0.0606
FR0000120537,2014,0.8992,0.2164,-0.0689
FR0000120552,1990,1.229,0.3057,0.2452
FR0000120552,1991,1.5754,0.4107,-0.0468
FR0000120552,1992,1.3176,0.1688,-0.2379
FR0000120552,1993,1.0243,0.1393,-0.1703
FR0000120552,1994,1.3756,0.1308,-0.0642
FR0000120552,1995,1.5107,0.0947,-0.1103
FR0000120552,1996,1.2627,0.0856,-0.0864
FR0000120552,1997,1.273,0.1016,0.0235
FR0000120552,1998,1.1853,0.066,0.0241
FR0000120552,1999,1.2208,0.1221,0.1966
FR0000120552,2000,1.2589,0.1499,0.0269
FR0000120552,2001,1.113,0.161,-0.0415
FR0000120560,1999,0.0703,1.6159,0.0061
FR0000120560,2000,0.2306,0.8701,0.088
FR0000120560,2001,0.2104,0.7905,0.0796
FR0000120560,2002,0.2581,0.7443,0.1338
FR0000120560,2003,0.2396,0.9343,0.3049
FR0000120560,2004,0.2178,0.7279,-0.0635
FR0000120560,2005,0.1945,0.5498,0.0713
FR0000120560,2006,0.1629,0.6372,0.0968
FR0000120560,2007,0.2313,0.6621,0.0927
FR0000120560,2008,0.2353,0.7375,0.0517
FR0000120560,2009,0.2533,0.7741,0.128
FR0000120560,2010,0.2552,0.6424,0.0681
FR0000120560,2011,0.3893,0.5405,0.0452
FR0000120560,2012,0.5705,0.4639,0.087
FR0000120560,2013,0.4474,0.4492,0.1146
FR0000120560,2014,0.5537,0.4284,0.0375
FR0000120560,2015,1.226,0.3825,0.1805
FR0000120560,2016,1.0026,0.3596,-0.0672
FR0000120560,2017,1.321,0.3189,0.014
FR0000120560,2018,1.3145,0.3073,-0.0318
FR0000120560,2019,1.5519,0.2745,0.0177
FR0000120578,1990,0.7274,0.2711,0.146
FR0000120578,1991,0.5874,0.2596,0.0631
FR0000120578,1992,0.5838,0.2525,0.0267
FR0000120578,1993,0.843,0.2284,0.3185
FR0000120578,1994,0.7736,0.2434,0.2083
FR0000120578,1995,0.5824,0.2445,-0.0505
FR0000120578,1996,0.4778,0.1512,0.0811
FR0000120578,1997,0.4095,0.1552,0.0962
FR0000120578,1998,0.3246,0.197,0.0234
FR0000120578,1999,0.1093,0.4369,-0.1834
FR0000120578,2000,0.0696,0.5556,0.0938
FR0000120578,2001,0.079,0.502,0.2637
FR0000120578,2002,0.1158,0.6183,-0.0755
FR0000120578,2003,0.1199,0.659,0.0374
FR0000120578,2004,0.5426,0.0632,5.2424
FR0000120578,2005,0.5378,0.2546,0.1261
FR0000120578,2006,0.5408,0.2984,-0.1112
FR0000120578,2007,0.5646,0.2796,-0.0709
FR0000120578,2008,0.7975,0.3153,9e-04
FR0000120578,2009,0.6927,0.2993,0.1168
FR0000120578,2010,0.8585,0.2116,0.0658
FR0000120578,2011,0.7703,0.1996,0.1742
FR0000120578,2012,0.6229,0.2029,-0.0052
FR0000120578,2013,0.566,0.2408,-0.0429
FR0000120578,2014,0.5515,0.2406,0.0068
FR0000120578,2015,0.5479,0.2686,0.0548
FR0000120578,2016,0.5558,0.241,0.0245
FR0000120578,2017,0.6105,0.2418,-0.0447
FR0000120578,2018,0.6088,0.194,0.1179
FR0000120578,2019,0.4968,0.315,0.0047
FR0000120602,1990,0.6785,1.1959,0.1287
FR0000120602,1991,0.7103,1.0405,0.0933
FR0000120602,1992,0.7303,0.9993,0.1141
FR0000120602,1993,0.5403,1.0946,-0.0503
FR0000120602,1994,0.7383,0.9773,0.1004
FR0000120602,1995,0.9023,0.4584,0.4279
FR0000120602,1996,1.2571,0.4625,-0.1268
FR0000120602,1997,0.7908,0.4698,0.0476
FR0000120602,1998,0.5158,0.5882,-0.0331
FR0000120602,1999,0.5604,0.6663,0.0237
FR0000120610,1990,0.5595,0.6336,0.075
FR0000120610,1991,0.5696,0.55,0.0683
FR0000120610,1992,0.4915,0.661,0.0259
FR0000120610,1993,0.3572,0.5981,-0.001
FR0000120610,1994,0.3401,0.6183,-0.0565
FR0000120610,1995,0.3145,0.5945,0.2822
FR0000120610,1996,0.3206,0.4939,0.059
FR0000120610,1997,0.2682,0.5235,0.1437
FR0000120610,1998,0.2326,0.5277,0.0336
FR0000120610,1999,0.2514,0.4905,0.0903
FR0000120610,2000,0.2988,0.5342,0.426
FR0000120610,2001,0.5711,0.3814,0.0932
FR0000120610,2002,0.5922,0.3387,-0.1962
FR0000120628,1990,1.1122,0.1764,0.0947
FR0000120628,1991,1.3555,0.1161,0.1497
FR0000120628,1992,1.0489,0.0917,1.9885
FR0000120628,1993,0.6837,0.1349,0.2602
FR0000120628,1994,0.8724,0.1537,-0.0476
FR0000120628,1995,0.6452,0.1796,0.1795
FR0000120628,1996,0.7839,0.2231,0.2006
FR0000120628,1997,0.6108,0.2555,1.1395
FR0000120628,1998,0.3707,0.2713,0.0451
FR0000120628,1999,0.413,0.2346,0.3193
FR0000120628,2000,0.3706,0.422,-0.0759
FR0000120628,2001,0.5845,0.1335,-3e-04
FR0000120628,2002,1.0229,0.1573,-0.083
FR0000120628,2003,0.7566,0.1521,0.0204
FR0000120628,2004,0.7537,0.2459,0.0731
FR0000120628,2005,0.4888,0.2475,0.199
FR0000120628,2006,0.6732,0.1973,0.2635
FR0000120628,2007,0.7657,0.2139,-0.0055
FR0000120628,2008,1.0882,0.0671,-0.0735
FR0000120628,2009,1.1291,0.1639,0.056
FR0000120628,2010,1.5064,0.1458,0.034
FR0000120628,2011,1.9128,0.1397,-6e-04
FR0000120628,2012,1.4091,0.1378,0.0445
FR0000120628,2013,0.9509,0.188,-0.0148
FR0000120628,2014,1.1563,0.1684,0.112
FR0000120628,2015,0.9608,0.1641,0.0555
FR0000120628,2016,1.0448,0.1747,0.0129
FR0000120628,2017,0.9763,0.1465,-0.023
FR0000120628,2018,1.1933,0.19,0.0558
FR0000120628,2019,0.9185,0.147,-0.1624
FR0000120644,1990,0.6051,0.4553,0.0532
FR0000120644,1991,0.4715,0.4867,0.1835
FR0000120644,1992,0.4735,0.4945,0.0217
FR0000120644,1993,0.5141,0.4069,0.0985
FR0000120644,1994,0.6844,0.3953,0.1067
FR0000120644,1995,0.6331,0.4079,0.0694
FR0000120644,1996,0.7759,0.3819,0.0819
FR0000120644,1997,0.5432,0.3937,-0.0226
FR0000120644,1998,0.3645,0.3891,8e-04
FR0000120644,1999,0.3597,0.4423,-0.0018
FR0000120644,2000,0.3054,0.4361,0.1477
FR0000120644,2001,0.2958,0.4851,-0.008
FR0000120644,2002,0.2868,0.5663,-0.0939
FR0000120644,2003,0.2772,0.5467,-0.0765
FR0000120644,2004,0.2532,0.5902,-0.0772
FR0000120644,2005,0.2283,0.5125,0.248
FR0000120644,2006,0.1929,0.5061,0.0023
FR0000120644,2007,0.3038,0.2608,0.6331
FR0000120644,2008,0.4108,0.3454,-0.0275
FR0000120644,2009,0.4897,0.2365,0.001
FR0000120644,2010,0.409,0.3002,0.0456
FR0000120644,2011,0.4013,0.3227,0.0105
FR0000120644,2012,0.3956,0.327,0.0399
FR0000120644,2013,0.3408,0.3075,0.0477
FR0000120644,2014,0.3447,0.3093,0.0229
FR0000120644,2015,0.3145,0.3858,0.0291
FR0000120644,2016,0.3386,0.3439,0.3555
FR0000120644,2017,0.3287,0.3463,0.0099
FR0000120644,2018,0.4063,0.3493,-0.003
FR0000120644,2019,0.3551,0.3389,0.0266
FR0000120669,1990,0.5257,0.5722,0.0684
FR0000120669,1991,0.6488,0.5011,-0.0194
FR0000120669,1992,0.6044,0.2504,0.048
FR0000120669,1993,0.4207,0.4618,0.0088
FR0000120669,1994,0.5794,0.402,-0.0543
FR0000120669,1995,0.7485,0.327,-0.0062
FR0000120669,1996,0.7368,0.5696,0.0186
FR0000120669,1997,0.7474,0.5778,-0.0336
FR0000120669,1998,0.8,0.4276,-0.0759
FR0000120669,1999,0.6475,0.2734,0.1436
FR0000120669,2000,0.9741,0.6888,0.123
FR0000120669,2001,0.885,0.4447,0.1779
FR0000120669,2002,0.7316,-0.089,-0.0411
FR0000120669,2003,0.5221,0.4727,0.0193
FR0000120669,2004,0.539,0.4829,-0.023
FR0000120669,2005,0.694,0.556,0.7714
FR0000120669,2006,0.7937,0.1809,-0.0616
FR0000120669,2007,0.8259,0.2577,0.1266
FR0000120669,2008,1.7827,0.043,-0.1277
FR0000120669,2009,1.4505,0.1176,0.0293
FR0000120669,2010,1.2886,0.2725,0.0868
FR0000120669,2011,1.8737,0.1957,0.1237
FR0000120669,2012,2.3934,0.2175,-0.0103
FR0000120669,2013,1.8247,-0.0697,-0.032
FR0000120669,2014,0.123,-1.214,-0.2166
FR0000120669,2015,0.6215,-0.1761,-0.1543
FR0000120669,2016,1.3707,0.6167,0.2958
FR0000120669,2017,1.338,0.4494,0.0694
FR0000120669,2018,2.0275,0.0557,-0.0152
FR0000120669,2019,2.2813,0.2365,0.0785
FR0000120685,1990,1.1141,1.4148,0.1141
FR0000120685,1991,1.1946,1.5914,0.1038
FR0000120685,1992,1.0696,1.6707,0.0093
FR0000120685,1993,0.8614,0.4272,0.0603
FR0000120685,1994,1.4615,0.3015,-0.0421
FR0000120685,1995,1.6273,0.2537,1.239
FR0000120685,1996,1.9175,1.1083,-0.1356
FR0000120685,1997,1.7056,1.1094,0.0374
FR0000120685,1999,1.0193,0.1512,-0.8178
FR0000120685,2000,0.8239,0.181,0.198
FR0000120685,2001,0.8554,0.1243,-0.0255
FR0000120685,2002,0.9959,0.0698,0.2081
FR0000120685,2003,0.8887,0.1435,0.0184
FR0000120685,2004,0.827,0.1944,0.0248
FR0000120685,2005,0.8127,0.1859,0.2078
FR0000120685,2006,0.6736,0.0853,1.7289
FR0000120685,2007,1.0138,0.0495,0.1331
FR0000120685,2008,3.8595,-0.2514,0.0665
FR0000120685,2009,1.1535,-0.2451,-0.194
FR0000120685,2010,1.3022,0.12,0.0191
FR0000120685,2011,2.3334,0.1437,0.1096
FR0000120685,2012,1.9324,0.0808,0.0411
FR0000120685,2013,1.0504,0.1318,-0.0347
FR0000120685,2014,0.881,0.1506,0.1586
FR0000120685,2015,0.9839,0.1837,-0.1523
FR0000120685,2016,1.0111,0.1606,0.0563
FR0000120685,2017,0.8021,0.1896,-0.0144
FR0000120685,2018,1.3141,0.1916,-0.047
FR0000120685,2019,1.3338,0.1886,0.0359
FR0000120693,1990,0.582,0.4011,0.1242
FR0000120693,1991,0.4905,0.3821,0.0153
FR0000120693,1992,0.4497,0.3878,-0.0396
FR0000120693,1993,0.4201,0.3324,0.0266
FR0000120693,1994,0.5126,0.3012,0.0704
FR0000120693,1995,0.5945,0.2955,-0.0147
FR0000120693,1996,0.6505,0.2658,0.1201
FR0000120693,1997,0.5863,0.2697,0.1458
FR0000120693,1998,0.5893,0.2756,0.0601
FR0000120693,1999,0.6487,0.2623,0.1374
FR0000120693,2000,0.5033,0.3041,0.0759
FR0000120693,2001,0.4983,0.3361,0.9984
FR0000120693,2002,0.4933,0.3833,-0.2161
FR0000120693,2003,0.4586,0.3466,-0.0655
FR0000120693,2004,0.3652,0.3302,-0.0385
FR0000120693,2005,0.2219,0.3106,0.0358
FR0000120693,2006,0.4515,0.2138,1.6999
FR0000120693,2007,0.4488,0.2302,-0.0162
FR0000120693,2008,0.6725,0.2369,-0.0496
FR0000120693,2009,0.5399,0.2746,0.3419
FR0000120693,2010,0.5548,0.2159,0.0857
FR0000120693,2011,0.5526,0.2165,-0.0605
FR0000120693,2012,0.5157,0.2062,0.0895
FR0000120693,2013,0.563,0.2161,-0.0243
FR0000120693,2014,0.5201,0.206,-0.003
FR0000120693,2015,0.5069,0.1863,0.0922
FR0000120693,2016,0.5265,0.1859,0.0012
FR0000120693,2017,0.4212,0.1898,-0.0136
FR0000120693,2018,0.4163,0.1762,0.0105
FR0000120693,2019,0.4054,0.175,0.0519
FR0000120735,1990,1.0885,0.4615,0.412
FR0000120735,1991,1.1236,0.7,1.6089
FR0000120776,1990,0.8166,0.3968,0.0386
FR0000120776,1991,1.0199,0.653,1.048
FR0000120776,1992,1.1619,0.7109,0.1259
FR0000120776,1993,0.9979,0.9084,0.0444
FR0000120776,1994,1.4132,0.9463,-0.0256
FR0000120776,1995,1.9529,1.2509,0.0235
FR0000120776,1996,2.2723,1.0709,0.0014
FR0000120776,1997,3.0772,0.6017,0.1392
FR0000120776,1998,2.0439,0.6511,0.4324
FR0000120776,1999,0.678,0.6628,-0.1445
FR0000120776,2000,1.0884,0.5442,0.0814
FR0000120776,2001,0.7225,0.226,0.0241
FR0000120776,2002,0.7668,0.2199,-7e-04
FR0000120776,2003,0.9206,0.1521,0.0983
FR0000120784,1990,0.4236,0.3334,0.0804
FR0000120784,1991,0.3505,0.2866,0.3178
FR0000120784,1992,0.2674,0.2794,0.0482
FR0000120800,1990,0.5898,0.5429,0.2801
FR0000120800,1991,0.5639,0.5535,0.2284
FR0000120818,1990,0.6843,0.4761,0.059
FR0000120818,1991,0.624,0.2443,0.0365
FR0000120818,1992,0.6827,0.1335,0.0624
FR0000120818,1993,0.6326,0.1356,0.0577
FR0000120818,1994,0.9624,0.1231,-0.0057
FR0000120818,1998,0.7348,0.3526,-0.0744
FR0000120818,1999,0.6543,0.0442,-0.1716
FR0000120818,2000,1.0191,0.0462,0.0589
FR0000120818,2001,0.8864,0.0647,0.0506
FR0000120818,2002,0.8812,0.2014,0.0897
FR0000120818,2003,0.549,0.1498,0.1096
FR0000120859,1990,1.3017,0.2907,0.0566
FR0000120859,1991,1.1567,0.3721,-0.1125
FR0000120859,1992,0.8711,0.3336,0.0655
FR0000120859,1993,0.6171,0.3269,0.1162
FR0000120859,1994,0.6726,0.4221,0.0529
FR0000120859,1995,0.684,0.302,0.1926
FR0000120859,1996,0.5713,0.2707,0.1222
FR0000120859,1997,0.6621,0.2705,0.1903
FR0000120859,1998,0.9535,0.2884,0.0185
FR0000120859,1999,0.623,0.3166,0.5033
FR0000120859,2000,0.7964,0.382,0.1873
FR0000120859,2001,0.9201,0.3908,0.0286
FR0000120859,2002,0.7926,0.4379,-0.11
FR0000120859,2003,0.5672,0.4546,-0.0955
FR0000120859,2004,0.4091,0.4704,0.0373
FR0000120859,2005,0.4389,0.4685,0.2159
FR0000120859,2006,0.3799,0.5725,-0.0419
FR0000120859,2007,0.456,0.5121,0.0484
FR0000120859,2008,0.7533,0.4856,0.036
FR0000120859,2009,0.5825,0.3161,-0.0971
FR0000120859,2010,0.5862,0.3591,0.1305
FR0000120859,2011,0.82,0.3794,0.1147
FR0000120859,2012,0.6281,0.3798,-0.0258
FR0000120859,2013,0.476,0.3751,0.0169
FR0000120859,2014,0.5273,0.3487,0.1136
FR0000120859,2015,0.5035,0.375,0.1256
FR0000120859,2016,0.4952,0.3583,0.0946
FR0000120859,2017,0.4603,0.3999,0.1121
FR0000120859,2018,0.9666,0.218,0.0134
FR0000120859,2019,1.0351,0.3398,-0.017
FR0000120883,1990,1.7237,1.1686,0.127
FR0000120883,1991,1.6146,1.2349,0.0255
FR0000120883,1992,1.2783,1.1562,-0.0642
FR0000120883,1993,0.6743,1.2276,-0.0881
FR0000120883,1994,1.2261,1.0002,-0.0544
FR0000120891,1990,1.0237,0.6432,-0.012
FR0000120891,1991,1.0514,0.5502,0.0601
FR0000120891,1992,1.1996,0.3883,0.5028
FR0000120891,1993,0.7918,0.3732,-0.0147
FR0000120891,1994,1.0237,0.311,-0.0096
FR0000120891,1995,0.8552,0.336,0.0397
FR0000120891,1996,0.901,0.3384,0.0986
FR0000120891,1997,0.8474,0.3335,0.0685
FR0000120891,1998,0.8365,0.3414,0
FR0000120891,1999,1.1275,0.2871,0.0473
FR0000120891,2000,1.2446,0.3229,-0.0138
FR0000120933,1990,2.0159,0.0165,-0.3442
FR0000120933,1991,1.4508,0.0516,0.1175
FR0000120933,1994,0.0684,-0.3874,-0.1463
FR0000120933,1996,0.5884,-0.041,-0.1757
FR0000120933,1997,0.4689,-0.1735,0.0047
FR0000120933,1998,1.0181,-0.0366,0.6911
FR0000120933,1999,0.6698,-0.0582,0.0555
FR0000120933,2000,0.9601,0.002,-0.0169
FR0000120933,2001,1.2249,0.0502,0.041
FR0000120933,2002,1.0515,0.1295,0.1148
FR0000120966,1990,0.8559,0.4275,0.0315
FR0000120966,1991,0.6508,0.4659,0.0681
FR0000120966,1992,0.5952,0.4295,0.1811
FR0000120966,1993,0.4501,0.433,0.0381
FR0000120966,1994,0.4851,0.4537,0.0595
FR0000120966,1995,0.3413,0.3846,-0.0345
FR0000120966,1996,0.2438,0.4052,0.1124
FR0000120966,1997,0.2488,0.4206,0.1598
FR0000120966,1998,0.3393,0.4389,0.0541
FR0000120966,1999,0.3961,0.4476,0.1872
FR0000120966,2000,0.4666,0.3272,0.1126
FR0000120966,2001,0.5449,0.4075,0.0084
FR0000120966,2002,0.6136,0.3645,-0.1975
FR0000120966,2003,0.5541,0.3667,-0.0773
FR0000120966,2004,0.5163,0.4181,-0.0234
FR0000120966,2005,0.3875,0.4098,0.0708
FR0000120966,2006,0.3959,0.3949,0.0446
FR0000120966,2007,0.4521,0.3651,0.012
FR0000120966,2008,0.544,0.3171,-0.0103
FR0000120966,2009,0.5181,0.3006,0.2591
FR0000120966,2010,0.4262,0.3297,-0.0158
FR0000120966,2011,0.4064,0.3573,0.0182
FR0000120966,2012,0.3118,0.3588,0.0477
FR0000120966,2013,0.3074,0.356,0.0201
FR0000120966,2014,0.2847,0.3389,0.097
FR0000120966,2015,0.2383,0.3387,0.0525
FR0000120966,2016,0.2696,0.3617,0.0112
FR0000120966,2017,0.3772,0.3557,-0.078
FR0000120966,2018,0.3751,0.3607,0.0059
FR0000120966,2019,0.5417,0.3774,0.0148
FR0000121014,1990,0.369,0.3997,0.4239
FR0000121014,1991,0.3146,0.398,0.147
FR0000121014,1992,0.3635,0.3377,0.0207
FR0000121014,1993,0.4088,0.3353,0.017
FR0000121014,1994,0.4179,0.2999,0.1901
FR0000121014,1995,0.3478,0.3064,-0.014
FR0000121014,1996,0.2695,0.2726,0.2542
FR0000121014,1997,0.4208,0.3488,0.2381
FR0000121014,1998,0.3946,0.316,0.0788
FR0000121014,1999,0.1278,0.4338,0.2288
FR0000121014,2000,0.1392,0.6034,0.0739
FR0000121014,2001,0.2585,0.7092,0.067
FR0000121014,2002,0.3295,0.5986,-0.0996
FR0000121014,2003,0.2213,0.5931,-0.0499
FR0000121014,2004,0.2408,0.5231,-0.0047
FR0000121014,2005,0.3285,0.3327,0.4457
FR0000121014,2006,0.3337,0.313,0.0232
FR0000121014,2007,0.3442,0.3458,0.0655
FR0000121014,2008,0.6571,0.3191,0.0231
FR0000121014,2009,0.4267,0.2954,0.0206
FR0000121014,2010,0.3296,0.2878,0.1555
FR0000121014,2011,0.4619,0.2656,0.2701
FR0000121014,2012,0.3923,0.2978,0.0582
FR0000121014,2013,0.4414,0.2822,0.1165
FR0000121014,2014,0.3682,0.3619,-0.0518
FR0000121014,2015,0.3677,0.379,0.0718
FR0000121014,2016,0.3095,0.3787,0.0343
FR0000121014,2017,0.2494,0.4026,0.1607
FR0000121014,2018,0.2715,0.4024,0.0832
FR0000121014,2019,0.1902,0.5266,0.3021
FR0000121022,1990,1.4411,0.4351,0.0795
FR0000121022,1991,1.2668,0.3847,0.0407
FR0000121022,1992,1.3161,0.3921,-0.0242
FR0000121022,1993,1.1272,0.6094,0.6434
FR0000121022,1994,1.3104,0.5234,0.032
FR0000121022,1995,1.5207,0.4858,-0.0149
FR0000121022,1996,1.1617,0.0346,-0.3249
FR0000121022,1997,0.8455,0.0099,0.191
FR0000121022,1998,0.6577,0.1248,0.0597
FR0000121022,1999,0.5007,0.0483,0.1212
FR0000121022,2000,0.9654,0.0582,0.3534
FR0000121022,2001,0.8444,0.2774,-0.2245
FR0000121097,1990,0.8565,0.3053,-0.0156
FR0000121097,1991,0.6845,0.3987,-0.0319
FR0000121097,1992,0.3967,0.5743,0.0703
FR0000121105,1990,0.4661,0.8992,0.3531
FR0000121105,1991,0.3515,0.9458,0.184
FR0000121105,1992,0.4044,1.094,0.1702
FR0000121105,1993,0.2528,0.9537,0.0654
FR0000121105,1994,0.3039,1.0626,0.0995
FR0000121105,1995,0.2976,0.7482,0.1065
FR0000121105,1996,0.2955,0.6172,0.0449
FR0000121105,1997,0.2028,0.5911,0.1075
FR0000121105,1998,0.1465,0.6228,0.3747
FR0000121121,1990,1.8549,0.0775,0.0989
FR0000121121,1991,2.2917,0.1226,0.1531
FR0000121121,1992,2.3149,0.0505,0.0362
FR0000121121,1993,1.3518,0.0886,0.0763
FR0000121121,1994,1.8603,0.0453,0.0282
FR0000121121,1995,1.7597,0.1411,0.1324
FR0000121121,1996,1.3761,0.1443,0.1287
FR0000121121,1997,1.3092,0.1083,-0.0407
FR0000121121,1998,0.8523,0.0954,-0.0013
FR0000121121,1999,0.9412,0.1134,0.2575
FR0000121121,2000,0.704,0.1353,0.172
FR0000121121,2001,1.019,0.4409,-0.245
FR0000121121,2002,1.207,0.0625,-0.0744
FR0000121121,2003,1.0864,0.0119,0.1293
FR0000121121,2004,0.8707,0.0349,0.4027
FR0000121121,2005,0.9818,0.2279,0.4515
FR0000121121,2006,0.8415,0.1744,0.7773
FR0000121121,2007,1.263,0.2074,0.5411
FR0000121121,2008,2.3864,0.2007,-0.0773
FR0000121121,2009,1.4182,0.1714,-0.0674
FR0000121121,2010,1.2366,0.2155,-0.0248
FR0000121121,2011,2.2369,0.1625,0.0309
FR0000121121,2012,1.5096,0.1603,-0.0719
FR0000121121,2013,0.9883,0.5684,-0.0888
FR0000121121,2014,0.9028,0.2993,0.0014
FR0000121121,2015,1.0134,0.084,-0.3985
FR0000121121,2016,1.2578,0.059,0.4061
FR0000121121,2017,0.9075,0.1011,0.1082
FR0000121121,2018,1.1507,0.1708,0.0439
FR0000121121,2019,1.113,0.2016,0.151
FR0000121147,1990,0.1308,1.8208,-0.0479
FR0000121147,1991,0.3135,1.8436,0.2203
FR0000121147,1992,0.3676,1.7813,-0.0925
FR0000121147,1993,0.3436,1.8223,-0.0495
FR0000121147,1994,0.4072,1.2221,0.066
FR0000121147,1995,0.6148,1.1117,0.0282
FR0000121147,1996,0.4256,1.1034,0.0055
FR0000121147,1997,0.2754,0.8857,0.1599
FR0000121147,1998,0.4278,0.5556,0.0542
FR0000121147,1999,1.3683,0.5145,1.4493
FR0000121147,2000,1.653,0.5634,0.1922
FR0000121147,2001,1.4588,0.4071,0.706
FR0000121147,2002,2.0127,0.5057,-0.015
FR0000121147,2003,1.5086,0.5613,-0.0176
FR0000121147,2004,1.3465,0.5986,0.0284
FR0000121147,2005,1.1658,0.9917,-0.0346
FR0000121147,2006,0.8308,1.3584,-0.0343
